DAY,HOUR,PJME,PJMW,COMED,DAYTON,AEP,DUQ,DOM,FE,DEOK,EKPC
12/29/16,100,28971,5481,10387,1670,13577,1397,10457,6878,2631,1355
12/29/16,200,28121,5323,9969,1613,13179,1352,10249,6694,2556,1298
12/29/16,300,27621,5246,9694,1599,13069,1320,10140,6612,2504,1301
12/29/16,400,27520,5212,9529,1598,12985,1325,10103,6560,2506,1299
12/29/16,500,27913,5295,9567,1631,13152,1352,10331,6687,2573,1350
12/29/16,600,29151,5516,9770,1734,13569,1408,10851,6913,2715,1416
12/29/16,700,31202,5810,10340,1878,14373,1499,11485,7398,2923,1533
12/29/16,800,32978,6020,11180,1997,15070,1575,11912,7805,3121,1614
12/29/16,900,33748,6076,11573,2036,15286,1614,12033,8038,3128,1639
12/29/16,1000,34497,6159,11632,2054,15362,1622,11987,8205,3165,1589
12/29/16,1100,34769,6169,11755,2067,15483,1645,11811,8354,3160,1564
12/29/16,1200,34736,6103,11844,2053,15396,1669,11488,8349,3140,1511
12/29/16,1300,34339,6070,12104,2031,15259,1690,11093,8225,3106,1504
12/29/16,1400,33975,5981,12226,1983,15116,1701,10782,8146,3071,1489
12/29/16,1500,33215,5929,12241,1954,14825,1676,10463,8009,3020,1463
12/29/16,1600,32911,5904,12251,1947,14869,1660,10468,7841,3016,1488
12/29/16,1700,33984,6024,12198,2027,15207,1649,11009,8002,3129,1544
12/29/16,1800,36475,6471,12693,2192,16137,1754,12146,8501,3367,1698
12/29/16,1900,36507,6583,13087,2221,16408,1768,12283,8580,3432,1813
12/29/16,2000,35962,6532,12797,2195,16386,1754,12331,8502,3408,1848
12/29/16,2100,35216,6457,12599,2166,16268,1717,12193,8378,3392,1825
12/29/16,2200,33883,6275,12293,2092,15922,1665,11862,8152,3298,1792
12/29/16,2300,31972,5994,11900,1990,15345,1577,11420,7790,3155,1756
12/29/16,2400,30032,5719,11254,1887,14671,1491,10940,7342,2978,1579
12/28/16,100,25455,4935,10693,1769,13327,1359,8436,6992,2820,1589
12/28/16,200,24721,4811,10244,1724,13172,1319,8261,6755,2768,1572
12/28/16,300,24459,4821,9967,1723,13188,1309,8260,6661,2737,1610
12/28/16,400,24570,4836,9820,1732,13282,1295,8434,6668,2767,1655
12/28/16,500,25325,5016,9836,1774,13703,1320,8872,6770,2856,1724
12/28/16,600,27181,5273,10109,1882,14454,1387,9653,7075,3009,1815
12/28/16,700,29552,5661,10653,2015,15522,1488,10631,7604,3222,1942
12/28/16,800,31446,5928,11432,2140,16338,1579,11298,8000,3393,2038
12/28/16,900,32088,6033,11805,2168,16567,1606,11348,8094,3423,2020
12/28/16,1000,32363,6055,11856,2141,16369,1644,11027,8198,3390,1916
12/28/16,1100,32541,5997,11878,2103,15915,1655,10765,8275,3309,1791
12/28/16,1200,32288,5893,11845,2053,15456,1638,10479,8161,3241,1656
12/28/16,1300,31795,5775,11758,2001,15102,1620,10202,7992,3137,1534
12/28/16,1400,31432,5634,11727,1960,14733,1597,10001,7869,3078,1472
12/28/16,1500,31298,5534,11703,1911,14414,1571,9874,7719,3021,1401
12/28/16,1600,31538,5520,11568,1894,14278,1559,9930,7648,2975,1397
12/28/16,1700,33114,5662,11644,1918,14462,1587,10499,7805,3001,1432
12/28/16,1800,35967,6236,12216,2041,15430,1716,11765,8333,3212,1556
12/28/16,1900,36239,6388,12699,2110,16011,1741,12121,8419,3308,1627
12/28/16,2000,35933,6450,12476,2084,15990,1714,12143,8347,3281,1626
12/28/16,2100,35402,6424,12292,2038,15781,1689,12101,8229,3220,1593
12/28/16,2200,34253,6311,11993,1961,15506,1639,11830,7972,3134,1591
12/28/16,2300,32446,6019,11596,1864,14794,1557,11357,7584,2954,1524
12/28/16,2400,30498,5702,10987,1753,14028,1467,10818,7172,2754,1399
12/27/16,100,25484,4466,10095,1433,11137,1251,8938,5968,2275,996
12/27/16,200,24361,4319,9700,1398,10900,1209,8594,5847,2205,955
12/27/16,300,23780,4243,9524,1398,10787,1184,8397,5758,2180,938
12/27/16,400,23559,4225,9399,1425,10935,1168,8340,5821,2170,937
12/27/16,500,23947,4305,9432,1489,11222,1183,8471,6003,2244,974
12/27/16,600,25308,4512,9659,1603,11960,1256,8896,6368,2427,1059
12/27/16,700,27367,4800,10313,1767,12925,1354,9534,6968,2654,1155
12/27/16,800,28926,5068,11115,1907,13722,1452,9891,7554,2882,1289
12/27/16,900,29676,5191,11560,1962,14091,1472,10040,7720,2988,1351
12/27/16,1000,30321,5273,11743,1990,14329,1517,10149,7963,3058,1375
12/27/16,1100,30625,5345,11900,2017,14551,1526,10166,8179,3069,1401
12/27/16,1200,30462,5277,12075,1995,14554,1543,10043,8231,3037,1388
12/27/16,1300,29733,5199,12146,1971,14353,1535,9864,8192,3004,1363
12/27/16,1400,29138,5101,12060,1932,14112,1536,9666,8199,3009,1326
12/27/16,1500,28795,5051,11995,1901,13887,1529,9513,8114,2970,1306
12/27/16,1600,28862,5047,11915,1872,13820,1511,9506,8041,2950,1299
12/27/16,1700,30114,5199,11929,1888,13934,1549,9791,8124,2980,1348
12/27/16,1800,32838,5690,12508,2022,15012,1669,10737,8578,3207,1500
12/27/16,1900,32973,5818,13086,2111,15498,1697,10840,8612,3362,1618
12/27/16,2000,32514,5830,12919,2106,15422,1682,10672,8517,3346,1664
12/27/16,2100,31805,5793,12724,2083,15296,1654,10428,8332,3311,1697
12/27/16,2200,30625,5653,12459,2032,14981,1596,9988,8070,3226,1687
12/27/16,2300,28834,5390,12038,1943,14428,1522,9427,7720,3078,1660
12/27/16,2400,26941,5108,11360,1841,13772,1431,8854,7253,2948,1602
12/26/16,100,26916,4742,9677,1476,11198,1319,9414,6151,2356,997
12/26/16,200,26226,4596,9222,1424,10922,1274,9146,5986,2264,947
12/26/16,300,25870,4542,8820,1386,10814,1240,9026,5865,2189,931
12/26/16,400,25831,4514,8636,1378,10795,1235,9035,5810,2158,909
12/26/16,500,26168,4555,8498,1391,10895,1246,9226,5855,2206,918
12/26/16,600,27032,4673,8613,1426,11196,1275,9577,5977,2273,957
12/26/16,700,28114,4846,8848,1476,11594,1311,9973,6199,2381,1019
12/26/16,800,28912,5042,9187,1538,11998,1373,10286,6419,2455,1097
12/26/16,900,29888,5194,9326,1572,12354,1396,10591,6473,2515,1103
12/26/16,1000,31058,5388,9417,1634,12787,1422,10904,6618,2621,1191
12/26/16,1100,31765,5455,9519,1693,13067,1433,10987,6736,2686,1224
12/26/16,1200,32013,5454,9732,1703,13077,1439,10912,6798,2684,1218
12/26/16,1300,31939,5386,9709,1691,12885,1441,10707,6820,2664,1194
12/26/16,1400,31634,5275,9635,1671,12688,1445,10472,6729,2659,1206
12/26/16,1500,31410,5206,9576,1646,12331,1438,10351,6703,2635,1170
12/26/16,1600,31457,5193,9522,1630,12233,1453,10336,6705,2627,1149
12/26/16,1700,32780,5308,9611,1655,12493,1491,10680,6866,2710,1210
12/26/16,1800,34487,5663,10417,1769,13338,1585,11483,7314,2882,1281
12/26/16,1900,34234,5749,11279,1792,13568,1602,11513,7396,2905,1356
12/26/16,2000,33616,5692,11431,1766,13478,1584,11373,7300,2882,1347
12/26/16,2100,32789,5561,11436,1728,13350,1549,11168,7165,2831,1300
12/26/16,2200,31384,5369,11335,1671,12895,1494,10750,6904,2728,1227
12/26/16,2300,29434,5053,11144,1586,12285,1413,10178,6619,2565,1162
12/26/16,2400,27244,4707,10617,1504,11569,1323,9490,6246,2412,1056
12/25/16,100,26123,4635,9755,1617,11731,1350,9588,6305,2550,1157
12/25/16,200,25098,4461,9348,1557,11396,1302,9353,6047,2461,1106
12/25/16,300,24594,4396,9079,1531,11198,1270,9252,5934,2396,1057
12/25/16,400,24499,4407,8880,1524,11134,1256,9317,5880,2373,1051
12/25/16,500,24811,4454,8782,1517,11181,1259,9508,5875,2384,1044
12/25/16,600,25535,4584,8800,1543,11382,1274,9861,5967,2426,1076
12/25/16,700,26682,4784,8912,1604,11789,1297,10340,6153,2498,1114
12/25/16,800,27814,5083,9155,1680,12299,1327,10850,6438,2603,1206
12/25/16,900,28498,5241,9384,1754,12744,1368,11076,6646,2698,1307
12/25/16,1000,28122,5293,9581,1797,13026,1411,10833,6856,2789,1369
12/25/16,1100,27472,5230,9870,1805,13001,1434,10350,6974,2816,1352
12/25/16,1200,26889,5152,9974,1785,12908,1437,9966,7004,2797,1348
12/25/16,1300,26376,5005,10052,1766,12701,1431,9714,6990,2760,1294
12/25/16,1400,25896,4824,10049,1710,12315,1420,9484,6892,2693,1241
12/25/16,1500,25662,4654,9992,1673,12014,1397,9307,6749,2662,1174
12/25/16,1600,25829,4612,9949,1646,11891,1370,9314,6669,2612,1131
12/25/16,1700,27025,4703,10086,1653,11996,1386,9644,6764,2609,1125
12/25/16,1800,29243,5126,10599,1719,12606,1467,10431,7036,2730,1174
12/25/16,1900,29654,5223,10890,1748,12728,1490,10587,7115,2756,1206
12/25/16,2000,29852,5292,10837,1730,12704,1487,10626,7104,2721,1215
12/25/16,2100,30188,5348,10769,1731,12711,1497,10702,7082,2704,1192
12/25/16,2200,30123,5327,10709,1695,12494,1483,10612,7011,2671,1183
12/25/16,2300,29352,5160,10518,1634,12104,1446,10315,6770,2578,1135
12/25/16,2400,28080,4931,10135,1555,11576,1379,9846,6486,2478,1053
12/24/16,100,27517,5067,10318,1743,13142,1389,10192,6459,2726,1383
12/24/16,200,26292,4894,9743,1660,12770,1336,9849,6199,2607,1343
12/24/16,300,25562,4804,9377,1615,12484,1289,9590,6007,2539,1289
12/24/16,400,25259,4757,9122,1577,12413,1270,9437,5942,2475,1293
12/24/16,500,25355,4795,9025,1568,12386,1271,9531,5956,2461,1272
12/24/16,600,26007,4897,9025,1582,12478,1287,9727,6111,2475,1282
12/24/16,700,27109,5039,9205,1622,12797,1322,10092,6267,2541,1299
12/24/16,800,28587,5218,9515,1696,13270,1379,10565,6549,2642,1357
12/24/16,900,30190,5427,9756,1777,13639,1422,11095,6811,2766,1426
12/24/16,1000,31651,5635,9999,1861,13959,1479,11532,7059,2870,1504
12/24/16,1100,32422,5767,10214,1903,14076,1529,11652,7244,2942,1525
12/24/16,1200,32512,5771,10328,1901,14014,1551,11573,7309,2979,1567
12/24/16,1300,32032,5664,10340,1867,13855,1546,11272,7260,2940,1426
12/24/16,1400,31279,5575,10284,1841,13550,1532,10855,7205,2863,1410
12/24/16,1500,30464,5456,10190,1824,13344,1527,10650,7144,2820,1380
12/24/16,1600,30042,5344,10179,1805,13255,1498,10596,7116,2799,1332
12/24/16,1700,30841,5409,10280,1820,13299,1525,10760,7169,2803,1316
12/24/16,1800,32422,5577,10823,1880,13733,1590,11259,7472,2915,1379
12/24/16,1900,31787,5474,11107,1866,13553,1567,11113,7346,2935,1368
12/24/16,2000,31040,5359,10944,1830,13372,1532,10905,7221,2865,1362
12/24/16,2100,30532,5314,10766,1807,13277,1521,10814,7162,2846,1334
12/24/16,2200,29947,5252,10637,1795,13147,1498,10676,7071,2838,1337
12/24/16,2300,28963,5081,10489,1769,12795,1463,10379,6898,2780,1306
12/24/16,2400,27565,4843,10194,1695,12252,1408,9997,6615,2675,1241
12/23/16,100,28455,5558,10985,2013,14881,1445,10547,7257,3094,1877
12/23/16,200,27486,5426,10417,1954,14727,1378,10457,7012,3043,1854
12/23/16,300,27173,5402,10070,1924,14663,1360,10598,6940,2976,1842
12/23/16,400,27330,5430,9859,1916,14752,1353,10892,6871,2972,1812
12/23/16,500,28213,5566,9792,1954,14946,1382,11430,6997,3019,1818
12/23/16,600,30075,5795,9987,2027,15525,1445,12211,7225,3134,1831
12/23/16,700,32859,6137,10461,2130,16158,1533,13132,7643,3269,1913
12/23/16,800,34501,6451,11104,2227,16782,1605,13629,8037,3372,1941
12/23/16,900,34551,6525,11515,2264,16967,1625,13624,8136,3441,1950
12/23/16,1000,33718,6495,11716,2292,16967,1662,13213,8229,3471,1942
12/23/16,1100,32689,6347,11812,2294,16648,1673,12411,8255,3475,1851
12/23/16,1200,31635,6148,11892,2268,16167,1653,11700,8152,3406,1776
12/23/16,1300,30750,5946,11772,2223,15558,1625,11148,8040,3326,1675
12/23/16,1400,30391,5802,11682,2184,15176,1615,10816,7958,3267,1662
12/23/16,1500,30455,5757,11638,2136,14810,1607,10737,7849,3215,1619
12/23/16,1600,31106,5772,11488,2113,14793,1593,10866,7795,3224,1584
12/23/16,1700,33062,5968,11615,2142,15109,1655,11429,7972,3294,1620
12/23/16,1800,35619,6356,12348,2244,15737,1746,12516,8386,3418,1704
12/23/16,1900,35443,6361,12712,2220,15815,1739,12448,8395,3412,1679
12/23/16,2000,34847,6312,12436,2181,15577,1711,12296,8271,3341,1694
12/23/16,2100,34123,6206,12188,2132,15465,1690,12103,8079,3280,1659
12/23/16,2200,33088,6033,12020,2053,15204,1643,11854,7793,3184,1634
12/23/16,2300,31360,5757,11683,1971,14657,1565,11377,7364,3061,1576
12/23/16,2400,29329,5369,11038,1863,13772,1462,10740,6900,2875,1482
12/22/16,100,30289,5841,11280,2025,14683,1452,11255,7464,2972,1572
12/22/16,200,29232,5591,10666,1963,14258,1407,11015,7287,2890,1548
12/22/16,300,28671,5575,10329,1916,14220,1385,10848,7168,2852,1547
12/22/16,400,28490,5483,10106,1918,14117,1362,10773,7094,2842,1572
12/22/16,500,29032,5613,10026,1947,14414,1388,10996,7215,2902,1599
12/22/16,600,30804,5942,10248,2065,15156,1459,11544,7550,3055,1690
12/22/16,700,33890,6379,10849,2221,16147,1584,12370,8116,3300,1792
12/22/16,800,35719,6666,11768,2350,16865,1666,12816,8588,3495,1875
12/22/16,900,35612,6584,12189,2386,17049,1687,12682,8714,3529,1897
12/22/16,1000,34726,6439,12233,2405,17004,1716,12089,8858,3551,1713
12/22/16,1100,33902,6282,12168,2417,16712,1738,11596,8927,3542,1686
12/22/16,1200,32973,6182,12149,2379,16446,1728,10977,8880,3507,1692
12/22/16,1300,31743,6033,12142,2349,16163,1720,10570,8757,3481,1650
12/22/16,1400,31335,5991,11859,2315,16005,1722,10215,8715,3413,1620
12/22/16,1500,31423,5971,11823,2255,15833,1714,10060,8624,3305,1618
12/22/16,1600,32075,6105,11704,2217,15705,1710,10106,8472,3248,1540
12/22/16,1700,34121,6271,11803,2214,15831,1741,10662,8587,3267,1584
12/22/16,1800,36837,6691,12596,2322,16640,1822,11795,9001,3465,1710
12/22/16,1900,36875,6729,13255,2395,16912,1826,12026,9035,3588,1882
12/22/16,2000,36412,6699,13150,2382,16901,1798,12012,8973,3602,1862
12/22/16,2100,35781,6645,13033,2373,16859,1771,12000,8818,3597,1944
12/22/16,2200,34577,6437,12801,2314,16590,1722,11792,8558,3527,1991
12/22/16,2300,32515,6129,12416,2222,16000,1636,11363,8177,3426,1950
12/22/16,2400,30249,5790,11746,2097,15353,1532,10865,7682,3252,1929
12/21/16,100,32011,6355,11725,2122,16512,1495,12655,7941,3181,2027
12/21/16,200,31272,6221,11166,2069,16179,1479,12592,7740,3100,2018
12/21/16,300,31031,6099,10877,2050,16092,1476,12744,7687,3099,2008
12/21/16,400,31136,6143,10707,2057,16285,1469,12959,7632,3138,1997
12/21/16,500,32035,6301,10694,2103,16561,1494,13469,7743,3205,2055
12/21/16,600,34223,6566,10929,2215,17252,1573,14283,8138,3373,2140
12/21/16,700,37635,7119,11574,2390,18365,1693,15471,8781,3630,2226
12/21/16,800,39177,7371,12408,2516,19087,1798,15904,9196,3806,2295
12/21/16,900,38560,7237,13001,2517,19019,1782,15304,9260,3809,2267
12/21/16,1000,37556,6972,13134,2433,18544,1783,14187,9303,3807,2205
12/21/16,1100,36423,6833,13110,2503,17941,1774,13082,9307,3678,2101
12/21/16,1200,35644,6665,13101,2422,17279,1768,12165,9161,3554,1958
12/21/16,1300,34847,6475,12972,2377,16807,1749,11533,9026,3457,1750
12/21/16,1400,34291,6331,12912,2368,16420,1733,11106,8970,3434,1656
12/21/16,1500,34193,6328,12895,2326,16223,1742,10814,8891,3359,1620
12/21/16,1600,34632,6321,12852,2271,16013,1722,10979,8810,3322,1635
12/21/16,1700,36388,6523,12908,2277,16241,1760,11663,8883,3366,1644
12/21/16,1800,38801,7036,13509,2393,17287,1859,12997,9425,3575,1778
12/21/16,1900,38886,7075,13905,2465,17616,1853,13217,9437,3680,1861
12/21/16,2000,38572,7016,13707,2450,17511,1831,13199,9363,3612,1806
12/21/16,2100,38111,7072,13494,2408,17393,1808,13096,9246,3595,1771
12/21/16,2200,36694,6853,13224,2352,16937,1758,12944,8914,3484,1724
12/21/16,2300,34469,6490,12772,2230,16167,1665,12463,8404,3317,1707
12/21/16,2400,32004,6167,11998,2114,15179,1550,11842,7857,3124,1621
12/20/16,100,32505,6547,12723,2359,17196,1585,12235,8451,3560,2209
12/20/16,200,31837,6487,12127,2314,16980,1553,12067,8250,3521,2209
12/20/16,300,31690,6536,11823,2288,16981,1547,12059,8167,3516,2229
12/20/16,400,32111,6624,11658,2279,16934,1552,12338,8105,3525,2259
12/20/16,500,33339,6817,11656,2326,17408,1580,12883,8235,3585,2324
12/20/16,600,35768,7244,11846,2444,18224,1642,13840,8585,3760,2437
12/20/16,700,39560,7739,12348,2624,19593,1777,15098,9197,4009,2586
12/20/16,800,41300,8037,13345,2733,20366,1871,15803,9641,4174,2638
12/20/16,900,40457,7837,13806,2714,20198,1880,15475,9637,4144,2546
12/20/16,1000,38770,7499,13789,2655,19694,1865,14599,9498,3985,2421
12/20/16,1100,37285,7198,13662,2593,19046,1855,13712,9362,3890,2306
12/20/16,1200,36123,6896,13511,2535,18403,1816,13078,9214,3752,2122
12/20/16,1300,35079,6631,13327,2479,17612,1784,12541,9024,3620,2007
12/20/16,1400,34605,6450,13179,2419,17077,1755,12176,8992,3527,1866
12/20/16,1500,34463,6378,13193,2385,16818,1733,12034,8889,3450,1786
12/20/16,1600,35053,6397,13034,2365,16752,1725,12175,8800,3461,1718
12/20/16,1700,37166,6692,13047,2386,16837,1753,12815,8944,3496,1796
12/20/16,1800,40457,7235,13811,2525,18148,1888,14151,9541,3706,2016
12/20/16,1900,40912,7418,14411,2571,18688,1914,14473,9644,3801,2140
12/20/16,2000,40756,7480,14294,2548,18697,1903,14426,9609,3783,2199
12/20/16,2100,40187,7461,14099,2513,18721,1868,14388,9525,3747,2210
12/20/16,2200,38730,7264,13854,2444,18318,1806,14064,9268,3641,2189
12/20/16,2300,36255,6868,13373,2334,17733,1727,13531,8811,3510,2132
12/20/16,2400,33738,6533,12543,2209,16914,1613,12899,8291,3314,2068
12/19/16,100,28991,5933,12603,2181,15711,1555,10074,7954,3290,2013
12/19/16,200,28299,5899,12179,2145,15498,1515,10002,7849,3251,2011
12/19/16,300,28200,5880,11956,2147,15657,1482,10074,7812,3259,2018
12/19/16,400,28549,5927,11902,2164,15642,1484,10282,7824,3279,2052
12/19/16,500,29594,6136,11964,2224,15996,1525,10867,7989,3375,2009
12/19/16,600,32207,6498,12191,2358,16761,1605,11894,8472,3576,2153
12/19/16,700,35955,7055,12890,2555,18190,1736,13124,9129,3855,2274
12/19/16,800,38171,7383,13815,2712,19015,1850,13924,9656,4038,2350
12/19/16,900,38245,7377,14345,2728,19213,1869,13993,9764,4053,2324
12/19/16,1000,37462,7207,14432,2715,19159,1864,13893,9765,4058,2327
12/19/16,1100,36332,6943,14363,2704,18918,1839,13654,9677,4072,2273
12/19/16,1200,35469,6864,14355,2654,18591,1834,13362,9499,3986,2208
12/19/16,1300,34789,6701,14224,2600,18252,1809,13100,9419,3900,2140
12/19/16,1400,34668,6660,14062,2549,17931,1817,12827,9440,3832,2061
12/19/16,1500,35143,6660,13968,2521,17502,1812,12758,9263,3803,2053
12/19/16,1600,35948,6732,13860,2483,17419,1815,12906,9215,3782,2000
12/19/16,1700,38146,6957,13927,2506,17672,1836,13501,9442,3801,2049
12/19/16,1800,41146,7478,14639,2656,18764,1952,14590,10022,4022,2219
12/19/16,1900,41386,7581,15316,2743,19340,1974,14843,10211,4150,2284
12/19/16,2000,41086,7625,15329,2747,19353,1961,14770,10169,4175,2331
12/19/16,2100,40509,7623,15139,2721,19354,1936,14540,10041,4158,2341
12/19/16,2200,39005,7392,14775,2657,19011,1899,14091,9764,4039,2334
12/19/16,2300,36598,7034,14276,2546,18379,1791,13366,9291,3857,2266
12/19/16,2400,34204,6729,13528,2434,17499,1676,12692,8781,3694,2247
12/18/16,100,28521,5202,11646,1807,12985,1351,9422,7099,2734,1153
12/18/16,200,27215,4993,11208,1763,12593,1300,9061,6912,2659,1115
12/18/16,300,26357,4908,10912,1745,12361,1261,8835,6816,2678,1114
12/18/16,400,25846,4788,10763,1745,12274,1236,8626,6807,2667,1211
12/18/16,500,25660,4824,10691,1753,12432,1251,8579,6805,2695,1262
12/18/16,600,25845,4853,10787,1817,12780,1297,8679,6942,2793,1320
12/18/16,700,26496,4984,10987,1897,13171,1350,8860,7178,2927,1458
12/18/16,800,27288,5212,11342,2003,13869,1426,9105,7461,3100,1646
12/18/16,900,28317,5482,11447,2086,14598,1502,9424,7725,3222,1873
12/18/16,1000,29174,5593,11635,2172,15021,1562,9614,7968,3342,1994
12/18/16,1100,29617,5688,11784,2218,15207,1611,9605,8116,3446,2051
12/18/16,1200,29756,5793,11849,2232,15347,1636,9592,8089,3495,2050
12/18/16,1300,29804,5891,11902,2236,15483,1652,9596,8114,3527,2102
12/18/16,1400,29669,6004,11879,2222,15478,1661,9616,8125,3523,2086
12/18/16,1500,30135,6044,11871,2214,15501,1672,9766,8085,3518,2026
12/18/16,1600,30851,6171,11873,2201,15677,1666,9967,8112,3521,2074
12/18/16,1700,32878,6400,12138,2254,16211,1704,10602,8331,3563,2124
12/18/16,1800,34982,6770,13116,2387,17197,1824,11401,8939,3780,2221
12/18/16,1900,35329,6852,14079,2446,17534,1835,11590,9249,3852,2287
12/18/16,2000,35318,6873,14199,2436,17646,1832,11591,9191,3842,2282
12/18/16,2100,35074,6859,14230,2436,17657,1826,11527,9165,3823,2276
12/18/16,2200,34068,6672,14073,2389,17305,1784,11252,8994,3742,2194
12/18/16,2300,32263,6361,13736,2307,16760,1704,10859,8630,3581,2131
12/18/16,2400,30320,6094,13153,2235,16147,1616,10360,8284,3409,2098
12/17/16,100,33086,6494,11983,2077,16365,1605,12971,8044,3168,1644
12/17/16,200,31858,6315,11311,1989,15869,1549,12577,7775,3052,1604
12/17/16,300,31133,6223,10956,1944,15687,1516,12439,7645,2987,1550
12/17/16,400,30887,6243,10688,1912,15529,1507,12383,7565,2944,1492
12/17/16,500,31137,6258,10589,1915,15477,1511,12518,7572,2929,1475
12/17/16,600,31885,6360,10608,1933,15565,1523,12883,7662,2955,1456
12/17/16,700,33093,6451,10862,1988,15922,1543,13321,7851,3017,1496
12/17/16,800,34392,6603,11286,2060,16326,1588,13754,8064,3094,1536
12/17/16,900,35854,6800,11554,2115,16413,1619,14117,8225,3163,1518
12/17/16,1000,37121,6927,11855,2157,16616,1680,14438,8367,3201,1555
12/17/16,1100,37760,7036,12152,2194,16512,1708,14387,8418,3236,1567
12/17/16,1200,37743,6963,12240,2182,16499,1725,14058,8436,3205,1503
12/17/16,1300,37096,6812,12223,2153,16064,1731,13379,8332,3134,1491
12/17/16,1400,36039,6587,12190,2109,15649,1712,12540,8216,3055,1416
12/17/16,1500,35175,6461,12032,2064,15379,1679,11796,8132,2997,1364
12/17/16,1600,34861,6369,12036,2040,15102,1664,11439,8077,2962,1308
12/17/16,1700,35912,6441,12167,2066,15202,1676,11627,8247,2968,1323
12/17/16,1800,37555,6652,12947,2121,15768,1751,12417,8665,3122,1426
12/17/16,1900,37092,6585,13393,2125,15824,1745,12217,8645,3122,1402
12/17/16,2000,36404,6431,13352,2107,15532,1693,11961,8511,3084,1396
12/17/16,2100,35567,6388,13144,2076,15323,1657,11714,8452,3062,1367
12/17/16,2200,34377,6122,12992,2031,14962,1603,11316,8179,3025,1339
12/17/16,2300,32597,5836,12723,1984,14409,1525,10719,7906,2957,1300
12/17/16,2400,30444,5473,12226,1882,13609,1435,10053,7434,2840,1188
12/16/16,100,36738,7568,12615,2476,19118,1748,15389,8762,3687,2336
12/16/16,200,35878,7520,12046,2408,18769,1726,15276,8577,3603,2319
12/16/16,300,35525,7495,11631,2361,18698,1674,15348,8499,3553,2295
12/16/16,400,35702,7463,11540,2356,18698,1671,15578,8468,3534,2321
12/16/16,500,36599,7618,11515,2380,18792,1699,16082,8594,3583,2330
12/16/16,600,38749,7863,11734,2481,19387,1768,16960,8987,3735,2428
12/16/16,700,42107,8299,12343,2652,20486,1873,17898,9579,3980,2591
12/16/16,800,43542,8536,13298,2780,21194,1972,18138,9913,4148,2618
12/16/16,900,43210,8500,13808,2781,20899,2015,17630,10150,4137,2471
12/16/16,1000,42596,8396,13902,2779,20706,2022,17104,10070,4135,2452
12/16/16,1100,41717,8325,13973,2756,20602,2024,16454,10085,4121,2393
12/16/16,1200,40524,8171,14025,2730,20307,2008,15761,9930,4054,2343
12/16/16,1300,39309,7989,13938,2683,19852,1991,15211,9791,3993,2220
12/16/16,1400,38749,7838,13782,2593,19553,1979,14973,9835,3939,2222
12/16/16,1500,38790,7703,13743,2642,19264,1937,15103,9766,3880,2069
12/16/16,1600,39299,7670,13673,2564,19192,1944,15274,9667,3834,2106
12/16/16,1700,41277,7807,13704,2583,19304,1972,15795,9780,3877,2094
12/16/16,1800,43276,8080,14398,2688,19962,2050,16454,10187,4008,2184
12/16/16,1900,42812,8074,14672,2684,19857,2037,16160,10171,3987,2164
12/16/16,2000,41890,7922,14523,2617,19521,1991,15870,10025,3927,2120
12/16/16,2100,40964,7740,14261,2560,19149,1945,15488,9841,3843,2042
12/16/16,2200,39511,7540,13925,2485,18700,1883,14953,9559,3725,1972
12/16/16,2300,37460,7198,13484,2355,17938,1806,14229,9106,3553,1888
12/16/16,2400,35054,6807,12720,2202,16918,1687,13532,8499,3344,1771
12/15/16,100,29639,6217,12828,2388,16650,1609,10379,8443,3508,1936
12/15/16,200,28811,6198,12306,2362,16460,1590,10240,8250,3488,1967
12/15/16,300,28584,6220,12039,2341,16490,1576,10301,8241,3486,2020
12/15/16,400,28954,6344,11925,2356,16637,1568,10478,8257,3547,2063
12/15/16,500,30217,6596,11908,2434,17102,1608,10979,8458,3647,2209
12/15/16,600,33003,7086,12147,2566,18240,1685,12019,8820,3864,2348
12/15/16,700,37165,7677,12834,2737,19729,1815,13454,9414,4172,2572
12/15/16,800,39268,8093,13842,2885,20598,1907,14239,9928,4347,2597
12/15/16,900,39314,8054,14276,2911,20557,1953,14005,10069,4326,2535
12/15/16,1000,39107,8013,14351,2869,20412,1964,13758,10074,4262,2482
12/15/16,1100,39083,7941,14303,2824,20085,1964,13524,10074,4196,2367
12/15/16,1200,39028,7880,14279,2764,19718,1964,13539,10021,4094,2236
12/15/16,1300,39051,7850,14130,2721,19404,1951,13491,9995,3993,2181
12/15/16,1400,39097,7819,14008,2681,19190,1935,13452,9892,3899,2115
12/15/16,1500,39386,7752,13939,2642,19000,1926,13479,9756,3881,2143
12/15/16,1600,40222,7836,13792,2628,18996,1933,13984,9692,3869,2185
12/15/16,1700,42629,8114,13802,2667,19614,1970,15192,9822,4003,2322
12/15/16,1800,45733,8701,14734,2853,20818,2107,16703,10401,4290,2427
12/15/16,1900,45885,8746,15385,2919,21293,2119,17087,10633,4388,2567
12/15/16,2000,45525,8755,15301,2911,21286,2097,17200,10548,4375,2604
12/15/16,2100,44932,8740,15119,2901,21261,2075,17174,10401,4354,2619
12/15/16,2200,43388,8569,14851,2826,21060,2019,16835,10078,4257,2610
12/15/16,2300,40857,8137,14299,2698,20221,1926,16247,9632,4074,2483
12/15/16,2400,38442,7832,13438,2570,19516,1805,15681,9125,3853,2330
12/14/16,100,27887,5798,12287,2138,14963,1494,9705,8026,3098,1635
