DAY,HOUR,PJME,PJMW,COMED,DAYTON,AEP,DUQ,DOM,FE,DEOK,EKPC
11/02/16,2400,24163,4450,9898,1759,11939,1275,8376,6691,2706,1144
11/01/16,100,23452,4545,9058,1583,11325,1219,7893,6454,2344,981
11/01/16,200,22841,4425,8618,1532,11148,1189,7634,6261,2255,912
11/01/16,300,22583,4427,8353,1486,11017,1175,7587,6126,2207,917
11/01/16,400,22682,4350,8217,1465,11014,1186,7665,6186,2196,928
11/01/16,500,23473,4544,8177,1509,11237,1198,7773,6278,2242,948
11/01/16,600,25572,4809,8340,1618,11851,1276,8541,6653,2383,1018
11/01/16,700,29159,5336,9010,1828,13303,1412,9661,7325,2658,1162
11/01/16,800,31130,5598,10190,1973,14216,1483,10302,7802,2881,1202
11/01/16,900,30869,5524,10865,1973,14129,1510,10135,7725,2862,1179
11/01/16,1000,30277,5378,10973,1992,14022,1508,9961,7711,2895,1174
11/01/16,1100,29776,5354,11171,2014,14097,1527,9971,7766,2987,1149
11/01/16,1200,29263,5305,11419,2031,14070,1536,9868,7777,3030,1203
11/01/16,1300,28903,5221,11491,2062,14192,1553,9749,7761,3055,1241
11/01/16,1400,28800,5187,11641,2082,14321,1586,9680,7864,3153,1304
11/01/16,1500,28626,5155,11811,2088,14392,1554,9646,7820,3190,1338
11/01/16,1600,28652,5094,11760,2077,14234,1558,9616,7701,3193,1388
11/01/16,1700,29096,5187,11674,2076,14304,1562,9687,7633,3169,1430
11/01/16,1800,30029,5227,11568,2043,14149,1559,9975,7563,3112,1450
11/01/16,1900,31574,5507,11657,2063,14392,1587,10570,7789,3133,1465
11/01/16,2000,31448,5616,12028,2117,14885,1604,10680,7977,3208,1518
11/01/16,2100,30556,5478,11830,2062,14576,1543,10341,7794,3138,1472
11/01/16,2200,28875,5205,11406,1971,13896,1474,9815,7487,2984,1310
11/01/16,2300,26581,4842,10887,1846,12935,1362,8979,7043,2775,1227
11/01/16,2400,24454,4524,10211,1714,12146,1275,8330,6648,2557,1108
10/31/16,100,21680,4070,8621,1465,10825,1142,7718,5958,2192,1005
10/31/16,200,20674,3985,8226,1418,10662,1122,7316,5790,2115,933
10/31/16,300,20240,3942,8053,1403,10554,1096,7104,5686,2078,917
10/31/16,400,20176,4014,7939,1403,10600,1097,7042,5736,2063,908
10/31/16,500,20757,4108,7943,1448,10877,1126,7218,5947,2104,896
10/31/16,600,22684,4402,8240,1568,11710,1211,7782,6388,2289,980
10/31/16,700,26083,4956,8975,1788,13001,1357,8886,7148,2592,1140
10/31/16,800,28290,5147,10254,1937,13925,1453,9565,7721,2824,1212
10/31/16,900,28430,5207,10961,1969,13932,1465,9513,7815,2847,1169
10/31/16,1000,28342,5219,11004,1980,14091,1494,9509,7789,2882,1185
10/31/16,1100,28192,5171,10993,1987,14101,1500,9541,7826,2909,1194
10/31/16,1200,27954,5181,11058,1980,14017,1520,9517,7805,2906,1208
10/31/16,1300,27670,5188,10955,1984,14151,1512,9499,7726,2946,1211
10/31/16,1400,27580,5060,10874,1978,14025,1503,9458,7672,2939,1251
10/31/16,1500,27461,5057,10916,1958,13871,1475,9563,7537,2930,1179
10/31/16,1600,27555,5007,10809,1941,13741,1458,9551,7394,2921,1191
10/31/16,1700,28014,5044,10663,1918,13689,1468,9644,7313,2906,1224
10/31/16,1800,28681,5049,10535,1905,13541,1444,9679,7224,2843,1239
10/31/16,1900,29780,5275,10748,1900,13557,1481,9918,7489,2780,1240
10/31/16,2000,29742,5380,11115,1934,14016,1481,9889,7735,2842,1301
10/31/16,2100,29576,5435,11094,1943,14021,1484,9899,7740,2870,1347
10/31/16,2200,28630,5294,10859,1888,13777,1454,9574,7521,2823,1313
10/31/16,2300,26686,5000,10423,1774,12823,1377,8951,7124,2649,1201
10/31/16,2400,24745,4740,9737,1661,12023,1276,8280,6737,2474,1088
10/30/16,100,21716,3851,8659,1394,10628,1189,7609,5720,2277,942
10/30/16,200,20774,3736,8252,1324,10261,1153,7283,5472,2161,938
10/30/16,300,20232,3641,7978,1286,10071,1134,7075,5329,2091,900
10/30/16,400,19900,3599,7787,1277,9877,1127,6964,5264,2054,857
10/30/16,500,19872,3590,7756,1260,9966,1104,6992,5191,2022,872
10/30/16,600,20175,3642,7820,1277,10046,1118,7110,5212,2021,881
10/30/16,700,20952,3752,7784,1321,10410,1144,7395,5417,2075,919
10/30/16,800,21796,3934,7960,1399,10825,1199,7777,5597,2205,995
10/30/16,900,22817,4120,8119,1440,11250,1222,8224,5781,2313,1059
10/30/16,1000,23826,4301,8278,1516,11622,1279,8609,6046,2415,1140
10/30/16,1100,24409,4404,8567,1582,11820,1330,8795,6197,2531,1151
10/30/16,1200,24871,4480,8904,1622,11940,1359,9025,6329,2637,1159
10/30/16,1300,25186,4590,9082,1649,12220,1384,9244,6406,2704,1190
10/30/16,1400,25484,4657,9197,1644,12293,1388,9471,6425,2761,1205
10/30/16,1500,25783,4645,9213,1631,12294,1406,9697,6413,2831,1242
10/30/16,1600,26206,4705,9204,1624,12236,1384,9815,6366,2842,1214
10/30/16,1700,26974,4792,9214,1628,12344,1369,9977,6482,2830,1247
10/30/16,1800,27911,4901,9340,1648,12408,1377,10222,6578,2804,1297
10/30/16,1900,29182,5085,9657,1691,12774,1439,10647,6854,2835,1356
10/30/16,2000,29025,5060,10191,1753,13139,1451,10750,7043,2894,1444
10/30/16,2100,28254,4994,10227,1730,12979,1419,10350,6943,2825,1411
10/30/16,2200,26760,4685,9950,1660,12532,1379,9757,6737,2696,1345
10/30/16,2300,24964,4470,9579,1593,11959,1295,9061,6517,2516,1204
10/30/16,2400,23134,4207,9172,1522,11315,1208,8269,6235,2333,1080
10/29/16,100,24091,4436,9455,1491,11342,1196,7969,6114,2302,1011
10/29/16,200,23230,4332,9039,1421,10998,1174,7745,5880,2210,967
10/29/16,300,22827,4305,8712,1381,10888,1155,7640,5719,2169,942
10/29/16,400,22738,4268,8418,1365,10823,1143,7690,5639,2140,914
10/29/16,500,22915,4329,8315,1367,10932,1150,7803,5660,2139,931
10/29/16,600,23723,4437,8274,1401,11208,1176,8118,5730,2177,969
10/29/16,700,25108,4667,8532,1479,11718,1224,8593,6007,2300,1009
10/29/16,800,26403,4866,8924,1564,12239,1271,9163,6292,2412,1123
10/29/16,900,27195,5011,9216,1613,12698,1295,9489,6460,2494,1123
10/29/16,1000,27400,4979,9577,1669,12776,1339,9508,6621,2583,1152
10/29/16,1100,26870,4871,9895,1699,12854,1369,9331,6702,2647,1216
10/29/16,1200,26179,4790,10150,1695,12666,1369,9075,6690,2677,1169
10/29/16,1300,25519,4674,10227,1692,12600,1368,8873,6638,2680,1122
10/29/16,1400,24952,4635,10274,1684,12527,1365,8770,6592,2658,1174
10/29/16,1500,24793,4581,10200,1690,12492,1351,8840,6473,2656,1228
10/29/16,1600,24860,4578,10142,1699,12579,1342,8864,6466,2678,1196
10/29/16,1700,25324,4585,10176,1699,12650,1366,9017,6521,2697,1301
10/29/16,1800,26009,4611,10209,1688,12674,1372,9228,6554,2704,1293
10/29/16,1900,27478,4778,10399,1698,12799,1426,9617,6716,2707,1286
10/29/16,2000,27586,4840,10625,1753,13078,1449,9701,6875,2773,1299
10/29/16,2100,26928,4760,10555,1714,12799,1425,9448,6791,2719,1244
10/29/16,2200,25975,4583,10232,1658,12233,1381,9085,6574,2657,1214
10/29/16,2300,24609,4321,9745,1568,11779,1330,8581,6308,2542,1159
10/29/16,2400,23094,4074,9183,1470,11107,1254,8089,6014,2405,1053
10/28/16,100,23321,4463,9450,1624,11660,1240,7710,6523,2325,947
10/28/16,200,22441,4332,8945,1559,11275,1197,7462,6301,2252,948
10/28/16,300,22011,4289,8679,1522,11176,1178,7297,6171,2219,977
10/28/16,400,21969,4310,8582,1520,11257,1179,7272,6170,2207,971
10/28/16,500,22574,4406,8518,1552,11455,1200,7543,6330,2252,1020
10/28/16,600,24498,4680,8692,1671,12209,1279,8125,6619,2435,1075
10/28/16,700,27905,5195,9345,1876,13522,1396,9300,7300,2709,1303
10/28/16,800,29776,5470,10561,2020,14298,1485,9958,7884,2930,1362
10/28/16,900,29729,5445,11109,2012,14333,1504,9841,7907,2924,1316
10/28/16,1000,29456,5344,11153,1989,14291,1516,9736,7860,2933,1279
10/28/16,1100,29374,5320,11184,1991,14240,1517,9659,7839,2920,1262
10/28/16,1200,29067,5253,11278,1968,14040,1533,9557,7753,2906,1216
10/28/16,1300,28506,5158,11180,1951,13824,1509,9417,7698,2887,1168
10/28/16,1400,28207,5049,11204,1934,13807,1500,9385,7631,2889,1165
10/28/16,1500,27784,4969,11244,1916,13656,1474,9309,7382,2857,1173
10/28/16,1600,27671,4901,11180,1878,13411,1456,9249,7291,2851,1187
10/28/16,1700,28058,4889,11009,1856,13310,1443,9363,7144,2822,1181
10/28/16,1800,28757,4923,10950,1840,13263,1448,9485,7081,2778,1177
10/28/16,1900,30142,5148,11078,1847,13441,1469,9815,7290,2786,1213
10/28/16,2000,30252,5276,11572,1886,13785,1471,9885,7500,2854,1265
10/28/16,2100,29665,5225,11444,1850,13546,1464,9660,7363,2794,1246
10/28/16,2200,28667,5130,11154,1790,13180,1413,9326,7147,2712,1175
10/28/16,2300,27157,4925,10801,1700,12557,1359,8927,6794,2593,1174
10/28/16,2400,25501,4650,10147,1579,11870,1280,8380,6421,2450,1096
10/27/16,100,23757,4573,9395,1604,11780,1242,7988,6556,2330,1006
10/27/16,200,22969,4423,9005,1531,11465,1221,7851,6384,2243,956
10/27/16,300,22552,4405,8669,1504,11257,1184,7770,6251,2199,934
10/27/16,400,22545,4382,8451,1489,11340,1173,7829,6235,2194,908
10/27/16,500,23158,4474,8419,1520,11552,1202,8070,6325,2225,923
10/27/16,600,25122,4819,8520,1640,12313,1272,8845,6686,2351,947
10/27/16,700,28536,5274,9236,1851,13582,1402,10071,7347,2628,1100
10/27/16,800,30652,5526,10455,1977,14358,1504,10568,7828,2860,1150
10/27/16,900,30822,5510,11040,2013,14346,1511,10368,8007,2879,1101
10/27/16,1000,30985,5527,11180,2010,14376,1533,10196,8068,2905,1104
10/27/16,1100,31168,5528,11257,2029,14289,1565,10019,8092,2931,1081
10/27/16,1200,31050,5545,11393,2016,14283,1583,9814,8085,2911,1082
10/27/16,1300,30924,5458,11291,2001,14121,1585,9681,7982,2910,1098
10/27/16,1400,30908,5407,11308,2004,14106,1569,9685,7950,2908,1095
10/27/16,1500,30710,5311,11323,1981,13824,1556,9651,7926,2895,1099
10/27/16,1600,30717,5275,11233,1960,13699,1544,9673,7835,2871,1081
10/27/16,1700,31141,5290,11127,1941,13697,1535,9793,7807,2870,1102
10/27/16,1800,31758,5339,11135,1947,13669,1522,9942,7836,2886,1141
10/27/16,1900,32356,5499,11226,2001,14086,1572,10395,8018,2947,1174
10/27/16,2000,31967,5603,11539,2021,14469,1565,10569,8079,2997,1274
10/27/16,2100,31091,5489,11460,2012,14379,1531,10311,7995,2946,1256
10/27/16,2200,29444,5262,11138,1941,13929,1466,9669,7685,2837,1208
10/27/16,2300,27139,4955,10787,1822,13078,1370,8960,7223,2623,1110
10/27/16,2400,24968,4625,10130,1709,12242,1302,8247,6868,2455,991
10/26/16,100,23870,4718,9257,1632,12001,1269,8028,6489,2358,1093
10/26/16,200,23180,4645,8852,1570,11751,1233,7838,6335,2285,1091
10/26/16,300,23007,4590,8584,1539,11659,1226,7795,6280,2221,1083
10/26/16,400,23095,4706,8477,1530,11700,1217,7866,6188,2244,1093
10/26/16,500,23948,4844,8414,1571,11992,1246,8214,6295,2284,1127
10/26/16,600,26195,5199,8603,1681,12800,1332,9045,6677,2455,1216
10/26/16,700,29879,5758,9307,1897,14142,1467,10234,7392,2760,1407
10/26/16,800,31792,6062,10380,2035,14963,1563,10845,7915,2937,1374
10/26/16,900,31363,5925,11292,2058,14850,1583,10662,7884,2925,1422
10/26/16,1000,30395,5832,11514,2087,14751,1560,10240,7944,2920,1342
10/26/16,1100,29673,5633,11569,2074,14606,1571,9869,7975,2980,1260
10/26/16,1200,29071,5478,11790,2055,14383,1557,9707,7961,2946,1188
10/26/16,1300,28592,5360,11890,2029,14175,1543,9488,7936,2935,1209
10/26/16,1400,28375,5218,11792,2010,13944,1552,9371,7936,2911,1175
10/26/16,1500,28092,5254,11893,1989,13733,1530,9268,7834,2901,1188
10/26/16,1600,28077,5192,11851,1949,13567,1528,9327,7711,2883,1169
10/26/16,1700,28710,5297,11691,1932,13592,1523,9396,7765,2870,1201
10/26/16,1800,29851,5442,11800,1935,13679,1552,9712,7763,2853,1238
10/26/16,1900,31689,5686,11934,1980,14161,1598,10330,8043,2934,1269
10/26/16,2000,31907,5766,12022,2044,14488,1595,10592,8164,3052,1357
10/26/16,2100,31178,5710,11811,2018,14248,1566,10398,8009,2979,1364
10/26/16,2200,29658,5464,11550,1936,13829,1498,9896,7741,2869,1267
10/26/16,2300,27297,5099,11002,1801,13088,1387,9125,7327,2655,1171
10/26/16,2400,25197,4790,10128,1683,12291,1299,8443,6908,2461,1089
10/25/16,100,22477,4488,9088,1585,11621,1215,7541,6421,2343,1053
10/25/16,200,21712,4405,8707,1547,11448,1184,7300,6239,2249,1025
10/25/16,300,21343,4351,8493,1510,11391,1174,7236,6143,2226,1015
10/25/16,400,21372,4400,8340,1509,11444,1165,7321,6166,2217,1039
10/25/16,500,22065,4584,8200,1546,11804,1212,7585,6240,2281,1089
10/25/16,600,24024,4883,8315,1678,12554,1270,8385,6629,2431,1187
10/25/16,700,27507,5436,8997,1898,14072,1399,9641,7410,2716,1388
10/25/16,800,29394,5742,10197,2049,14972,1497,10284,7938,2917,1447
10/25/16,900,29258,5598,10843,2044,14913,1520,10097,7892,2915,1401
10/25/16,1000,28842,5560,10895,2033,14634,1528,9893,7922,2890,1352
10/25/16,1100,28715,5488,11073,2038,14499,1515,9744,7978,2911,1268
10/25/16,1200,28743,5508,11139,2009,14228,1530,9649,7893,2877,1240
10/25/16,1300,28588,5334,11106,1995,13978,1521,9501,7795,2870,1209
10/25/16,1400,28404,5342,11050,1993,13850,1521,9453,7772,2874,1172
10/25/16,1500,28095,5176,11066,1971,13719,1511,9377,7668,2853,1171
10/25/16,1600,28018,5137,10959,1946,13495,1474,9380,7544,2868,1172
10/25/16,1700,28435,5141,10926,1946,13361,1476,9445,7469,2866,1193
10/25/16,1800,29244,5282,10963,1967,13452,1489,9621,7438,2861,1210
10/25/16,1900,30993,5477,11233,2004,13850,1537,10208,7689,2899,1269
10/25/16,2000,31423,5777,11647,2065,14453,1567,10533,7970,3020,1387
10/25/16,2100,30774,5617,11634,2035,14349,1549,10270,7800,2999,1390
10/25/16,2200,29401,5507,11335,1940,13928,1478,9742,7597,2883,1341
10/25/16,2300,27229,5142,10791,1822,13178,1410,9053,7196,2645,1248
10/25/16,2400,25257,4955,9933,1715,12446,1324,8414,6863,2477,1154
10/24/16,100,21433,4169,8458,1483,10831,1198,7424,5727,2203,984
10/24/16,200,20715,3968,8129,1439,10547,1176,7171,5605,2133,960
10/24/16,300,20404,3928,7948,1424,10520,1150,7053,5524,2085,938
10/24/16,400,20380,4029,7749,1402,10532,1160,7113,5545,2079,953
10/24/16,500,20964,4124,7793,1436,10700,1173,7302,5700,2110,966
10/24/16,600,22929,4369,8062,1549,11543,1234,8017,6089,2295,1040
10/24/16,700,26197,4876,8706,1752,12997,1385,9093,6874,2582,1226
10/24/16,800,28152,5178,9964,1900,13740,1461,9708,7478,2808,1286
10/24/16,900,28208,5136,10463,1903,13817,1492,9637,7559,2817,1212
10/24/16,1000,28078,5221,10497,1914,13774,1517,9578,7699,2844,1165
10/24/16,1100,28103,5218,10606,1945,13759,1552,9553,7839,2913,1133
10/24/16,1200,28172,5231,10731,1954,13827,1563,9567,7773,2904,1197
10/24/16,1300,28181,5169,10770,1969,13751,1573,9670,7752,2925,1210
10/24/16,1400,28000,5197,10770,1969,13798,1548,9677,7706,2926,1212
10/24/16,1500,27893,5176,10780,1964,13656,1538,9720,7578,2927,1204
10/24/16,1600,27812,5091,10750,1924,13520,1497,9715,7463,2925,1226
10/24/16,1700,28145,5122,10655,1900,13387,1479,9756,7425,2882,1249
10/24/16,1800,28777,5169,10586,1897,13323,1497,9922,7477,2901,1249
10/24/16,1900,30253,5375,10591,1914,13639,1520,10311,7695,2909,1283
10/24/16,2000,30648,5570,11170,2006,14200,1547,10564,8019,3006,1372
10/24/16,2100,29808,5502,11162,1977,14086,1516,10178,7824,2957,1380
10/24/16,2200,28214,5326,10872,1900,13627,1461,9550,7523,2836,1281
10/24/16,2300,25954,4963,10385,1780,12775,1394,8721,7078,2646,1130
10/24/16,2400,23894,4681,9668,1660,12153,1282,7972,6706,2456,1013
10/23/16,100,22239,4378,8743,1412,11370,1241,7876,5906,2270,1122
10/23/16,200,21319,4187,8415,1362,11101,1201,7639,5705,2175,1095
10/23/16,300,20777,4128,8126,1338,10931,1183,7462,5526,2132,1080
10/23/16,400,20519,4141,7954,1324,10821,1162,7416,5462,2089,1077
10/23/16,500,20562,4148,7807,1324,10909,1162,7484,5467,2087,1084
10/23/16,600,21029,4167,7822,1348,11032,1175,7709,5521,2122,1098
10/23/16,700,21979,4365,7932,1406,11353,1205,8107,5687,2184,1139
10/23/16,800,22813,4532,8163,1485,11898,1253,8658,5867,2308,1249
10/23/16,900,23838,4696,8222,1534,12327,1272,9105,6020,2380,1302
10/23/16,1000,24325,4782,8372,1578,12327,1320,9181,6180,2457,1317
10/23/16,1100,24364,4734,8570,1588,12171,1338,9068,6260,2498,1275
10/23/16,1200,24434,4615,8712,1589,12060,1342,8913,6245,2508,1200
10/23/16,1300,24400,4601,8869,1598,11938,1349,8807,6336,2520,1170
10/23/16,1400,24325,4584,8965,1582,11761,1369,8658,6270,2517,1139
10/23/16,1500,24111,4535,9016,1586,11725,1349,8588,6246,2508,1096
10/23/16,1600,24146,4425,9142,1579,11655,1350,8613,6228,2506,1094
10/23/16,1700,24735,4476,9214,1612,11833,1362,8798,6298,2557,1129
10/23/16,1800,25577,4592,9233,1651,11934,1374,9070,6364,2578,1163
10/23/16,1900,27341,4871,9409,1692,12239,1418,9620,6584,2630,1205
10/23/16,2000,28063,5084,10128,1799,13073,1477,9936,6994,2787,1295
10/23/16,2100,27494,4976,10066,1777,12954,1442,9680,6837,2765,1306
10/23/16,2200,26097,4783,9836,1702,12354,1402,9182,6575,2628,1239
10/23/16,2300,24392,4517,9419,1618,11747,1325,8472,6304,2481,1145
10/23/16,2400,22700,4275,8920,1555,11202,1260,7815,5961,2321,1042
10/22/16,100,22547,4111,9143,1532,11153,1238,7789,6093,2262,1062
10/22/16,200,21332,3974,8678,1462,10667,1203,7404,5944,2194,999
10/22/16,300,20657,3940,8379,1418,10637,1170,7173,5796,2153,1001
10/22/16,400,20264,3905,8180,1402,10495,1164,7024,5755,2120,990
10/22/16,500,20214,3966,8078,1406,10525,1151,7030,5768,2127,1006
10/22/16,600,20691,4072,8070,1440,10928,1183,7224,5918,2182,1027
10/22/16,700,21788,4231,8312,1513,11367,1232,7592,6137,2292,1114
10/22/16,800,23140,4456,8826,1613,12015,1288,8067,6514,2417,1180
10/22/16,900,24490,4740,9024,1662,12408,1341,8546,6700,2517,1279
10/22/16,1000,25740,4939,9363,1727,12789,1404,8745,6931,2590,1304
10/22/16,1100,26266,5021,9473,1735,12940,1419,8901,6989,2627,1264
10/22/16,1200,26217,5017,9522,1715,12924,1423,8876,6975,2615,1242
10/22/16,1300,25880,4888,9500,1689,12679,1419,8758,6904,2599,1211
10/22/16,1400,25492,4806,9405,1671,12541,1414,8643,6786,2568,1153
10/22/16,1500,25174,4813,9303,1634,12321,1425,8568,6654,2517,1134
10/22/16,1600,25071,4798,9204,1602,12121,1376,8500,6568,2464,1087
10/22/16,1700,25249,4797,9237,1595,12021,1388,8619,6603,2445,1137
10/22/16,1800,25828,4820,9188,1594,12126,1389,8856,6599,2452,1142
10/22/16,1900,27192,5004,9276,1619,12456,1456,9260,6729,2478,1150
10/22/16,2000,27662,5152,9919,1705,13086,1477,9559,7053,2605,1222
10/22/16,2100,27145,5142,9950,1695,12993,1477,9409,6932,2611,1248
10/22/16,2200,26298,5029,9811,1642,12673,1403,9154,6766,2572,1252
10/22/16,2300,25058,4831,9536,1574,12311,1361,8716,6479,2491,1219
10/22/16,2400,23572,4610,9164,1493,11788,1300,8243,6164,2373,1174
10/21/16,100,24798,4473,9236,1584,11585,1285,8647,6259,2306,936
10/21/16,200,23586,4342,8809,1516,11220,1244,8169,6078,2201,890
10/21/16,300,22973,4275,8545,1472,11017,1212,7930,5963,2141,901
10/21/16,400,22647,4239,8389,1461,10896,1203,7807,5932,2120,890
10/21/16,500,23013,4281,8298,1491,11059,1216,7904,6027,2131,917
10/21/16,600,24660,4499,8465,1595,11711,1267,8443,6348,2271,1004
10/21/16,700,27339,4994,9026,1778,12751,1396,9499,7036,2544,1149
10/21/16,800,29389,5186,10136,1936,13456,1494,10055,7580,2757,1225
10/21/16,900,30543,5176,10766,1963,13717,1518,10090,7705,2824,1214
10/21/16,1000,31313,5262,10850,1990,13920,1549,10467,7756,2878,1200
10/21/16,1100,31676,5337,10841,2000,14081,1599,10865,7897,2892,1174
10/21/16,1200,32221,5384,10911,1998,14074,1589,11275,7873,2887,1215
10/21/16,1300,32691,5396,10887,1993,14017,1599,11551,7832,2875,1189
10/21/16,1400,32975,5269,10818,1996,13968,1591,11538,7748,2870,1216
10/21/16,1500,32746,5214,10764,1971,13749,1556,11365,7683,2830,1165
10/21/16,1600,32657,5129,10588,1915,13618,1527,11251,7575,2812,1156
10/21/16,1700,32454,5140,10549,1905,13505,1517,11184,7469,2784,1141
10/21/16,1800,32185,5115,10444,1891,13433,1519,11009,7426,2755,1137
10/21/16,1900,32173,5211,10490,1901,13586,1532,11057,7509,2755,1163
10/21/16,2000,31526,5288,10958,1936,13881,1525,10846,7600,2843,1267
10/21/16,2100,30133,5164,10919,1904,13665,1494,10344,7439,2767,1283
10/21/16,2200,28668,4905,10654,1840,13155,1442,9786,7203,2707,1231
10/21/16,2300,26369,4655,10305,1749,12452,1387,9151,6879,2566,1203
10/21/16,2400,23984,4353,9719,1635,11800,1299,8420,6442,2410,1118
10/20/16,100,24877,4445,9291,1673,11754,1295,9082,6327,2596,1007
10/20/16,200,23505,4286,8762,1604,11291,1248,8569,6147,2467,945
10/20/16,300,22671,4160,8417,1557,11057,1220,8231,6008,2373,905
10/20/16,400,22280,4164,8170,1498,10924,1206,8137,5923,2330,884
10/20/16,500,22547,4168,8055,1554,11086,1211,8192,6059,2369,863
10/20/16,600,24193,4411,8227,1653,11769,1281,8751,6413,2496,937
10/20/16,700,27313,4945,8796,1847,12995,1421,9872,7078,2803,1091
10/20/16,800,29099,5187,9849,1990,13805,1532,10461,7678,3028,1121
10/20/16,900,29592,5220,10541,2022,13876,1560,10510,7712,3075,1097
10/20/16,1000,30172,5338,10829,2035,14142,1594,10762,7797,3113,1115
10/20/16,1100,31027,5517,11034,2070,14558,1650,11240,7918,3141,1129
10/20/16,1200,31643,5662,11157,2066,14742,1722,11833,7982,3156,1152
10/20/16,1300,32312,5869,11198,2081,15054,1789,12493,7945,3198,1191
10/20/16,1400,33136,6029,11126,2086,15278,1861,13062,7967,3162,1210
10/20/16,1500,33593,6052,11177,2066,15301,1840,13362,7873,3124,1222
10/20/16,1600,33762,6079,11073,2011,15160,1799,13595,7741,3113,1221
10/20/16,1700,33898,6106,11017,2011,15036,1792,13570,7708,3089,1228
10/20/16,1800,33918,6025,10958,2008,14858,1763,13318,7714,3076,1254
10/20/16,1900,34516,6071,11022,2024,14873,1746,13187,7849,3083,1300
10/20/16,2000,34469,6110,11322,2036,15046,1713,13076,7931,3094,1344
10/20/16,2100,33382,5965,11295,1995,14671,1670,12500,7808,3006,1316
10/20/16,2200,31469,5680,11015,1908,13831,1571,11617,7462,2878,1241
10/20/16,2300,28988,5299,10588,1791,13081,1471,10535,7018,2662,1136
10/20/16,2400,26567,4852,9878,1673,12263,1366,9505,6626,2462,999
10/19/16,100,24861,4491,9485,1818,12067,1358,8636,6845,2792,1139
10/19/16,200,23670,4339,8914,1714,11604,1323,8205,6532,2654,1044
10/19/16,300,23006,4220,8510,1658,11183,1282,7904,6328,2573,1007
10/19/16,400,22673,4195,8238,1611,11153,1274,7799,6223,2520,947
10/19/16,500,23061,4262,8083,1616,11296,1322,7916,6306,2516,922
10/19/16,600,24863,4526,8259,1715,12018,1391,8538,6588,2659,978
10/19/16,700,28130,5034,8746,1914,13263,1536,9637,7271,2941,1104
10/19/16,800,29923,5304,9745,2044,14013,1618,10159,7704,3115,1167
10/19/16,900,30540,5255,10306,2035,14033,1650,10280,7712,3115,1118
10/19/16,1000,31435,5421,10590,2079,14145,1679,10587,7888,3156,1140
10/19/16,1100,32498,5544,11014,2149,14706,1736,11091,8116,3297,1188
10/19/16,1200,33536,5650,11348,2190,15059,1760,11677,8216,3380,1258
10/19/16,1300,34492,5843,11507,2258,15462,1789,12293,8281,3432,1362
10/19/16,1400,35634,6022,11642,2323,15853,1834,12886,8370,3501,1459
10/19/16,1500,36456,6096,11769,2358,16090,1843,13328,8314,3569,1473
10/19/16,1600,36944,6142,11725,2345,16059,1848,13753,8308,3606,1555
10/19/16,1700,37245,6212,11559,2331,16102,1850,13927,8192,3594,1595
10/19/16,1800,36876,6147,11447,2293,15823,1798,13753,8014,3547,1614
10/19/16,1900,36767,6138,11448,2301,15662,1755,13580,7970,3562,1587
10/19/16,2000,36599,6204,11804,2299,15923,1761,13530,8198,3569,1583
10/19/16,2100,35081,6007,11739,2225,15457,1717,12826,8086,3461,1528
10/19/16,2200,32652,5642,11292,2086,14647,1618,11909,7695,3283,1406
10/19/16,2300,29851,5191,10724,1920,13643,1497,10846,7148,3021,1274
10/19/16,2400,27314,4833,10018,1789,12622,1394,9853,6693,2793,1120
10/18/16,100,23550,4271,10769,1796,11954,1287,8242,6709,2700,1071
10/18/16,200,22443,4065,10179,1721,11557,1228,7776,6458,2545,984
10/18/16,300,21823,3932,9714,1646,11172,1214,7527,6278,2447,962
10/18/16,400,21557,3986,9404,1615,11046,1193,7462,6195,2402,920
10/18/16,500,21956,4059,9185,1627,11178,1204,7613,6270,2407,936
10/18/16,600,23652,4288,9221,1739,11911,1273,8241,6599,2569,1023
10/18/16,700,26957,4767,9815,1948,13214,1408,9303,7373,2872,1147
10/18/16,800,28653,5021,11006,2082,14006,1501,9858,7816,3063,1227
10/18/16,900,29136,5031,11731,2091,13988,1524,9886,7905,3078,1206
10/18/16,1000,29810,5183,12074,2144,14343,1583,10054,8151,3208,1233
10/18/16,1100,30714,5276,12494,2224,14706,1649,10510,8425,3324,1292
10/18/16,1200,31527,5392,12872,2277,14972,1700,10920,8569,3449,1332
10/18/16,1300,32374,5541,13147,2352,15375,1760,11359,8730,3549,1413
10/18/16,1400,33312,5702,13264,2401,15694,1791,11906,8819,3651,1470
10/18/16,1500,33911,5773,13401,2386,15823,1782,12335,8811,3721,1460
10/18/16,1600,34494,5735,13422,2344,15745,1773,12662,8727,3730,1525
10/18/16,1700,34911,5821,13289,2321,15722,1783,12815,8650,3653,1615
10/18/16,1800,34824,5798,13096,2317,15653,1756,12774,8543,3644,1632
10/18/16,1900,35048,5860,12658,2329,15645,1789,12658,8667,3583,1616
10/18/16,2000,35245,6048,12671,2381,16022,1813,12708,8810,3664,1620
10/18/16,2100,34032,5895,12455,2355,15669,1752,12075,8661,3637,1661
10/18/16,2200,32002,5610,11968,2242,14908,1657,11302,8262,3498,1524
10/18/16,2300,29307,5159,11217,2089,13889,1542,10297,7688,3202,1393
10/18/16,2400,26798,4790,10287,1930,12875,1446,9366,7232,2998,1242
10/17/16,100,21606,3915,9239,1587,10983,1188,7629,5994,2451,998
